Recipe Urls,recipeName,ingredients
https://www.foodnetwork.com/recipes/shrimpylicious-egg-rolls-recipe-2119506,Shrimpylicious Egg Rolls,"['4 cups (about 1/2 of a 12-ounce bag) dry coleslaw mix', '4 ounces cooked and chopped ready-to-eat shrimp', '1/2 cup canned sliced water chestnuts, drained and cut into strips', '1/2 cup canned sliced water chestnuts, drained and cut into strips\xa0', '1/4 cup bean sprouts, chopped', '2 scallions, chopped', '1 stalk celery, thinly sliced widthwise', '2 tablespoons reduced-sodium or lite soy sauce', '1 teaspoon crushed garlic', '1/4 teaspoon ground ginger', '1/8 teaspoon salt', 'Dash black pepper', '6 large square egg roll wrappers*', 'Sweet and sour sauce, for optional dipping']"
https://www.foodnetwork.com/recipes/shrunken-heads-recipe-3381720,Shrunken Heads,"['3 slices bacon', '1/2 small onion, fine dice', '1 clove garlic, minced', '1 cup fresh bread crumbs', '6 medium Granny Smith apples', '2 tablespoons freshly grated Parmesan', '2 tablespoons unsalted butter, at room temperature', '2 teaspoons whole-grain mustard', '3 tablespoons balsamic vinegar\xa0']"
https://www.foodnetwork.com/recipes/shrunken-heads-2111170,Shrunken Heads,"['3 slices bacon', '1/2 small onion, fine dice', '1 clove garlic, minced', '1 cup fresh bread crumbs', '6 medium Granny Smith apples', '2 tablespoons freshly grated Parmesan', '2 tablespoons unsalted butter, at room temperature', '2 teaspoons whole-grain mustard', '3 tablespoons balsamic vinegar']"
https://www.foodnetwork.com/recipes/shuckers-portuguese-mussels-3127653,Shuckers' Portuguese Mussels,"['2 tablespoons butter, plus more for spreading', 'Minced garlic', '1/2 loaf French bread', '3 pounds mussels', '1 cup ground Portuguese chourico', '1/2 large onion, sliced', '1/2 medium green pepper, sliced', '1/2 medium red pepper, sliced', '1/2 cup Riesling wine']"
https://www.foodnetwork.com/recipes/shuckers-stuffed-quahog-3127689,Shuckers' Stuffed Quahog,"['12 quahogs', '1 stick butter, plus melted butter for serving', '2 large onions, diced', '1 cup jarred hot peppers with juice', '3 tablespoons Sriracha', '16 cups coarse breadcrumbs']"
https://www.foodnetwork.com/recipes/shut-your-pie-hole-clams-recipe-1916921,Shut Your Pie Hole Clams,"['5 tablespoons butter', '1 1/4 cups thinly sliced green onions', '1 large shallot, finely chopped', '1 1/4 cups chopped fresh cilantro leaves', '1 cup dry vermouth', '1 cup dry white wine', '1 cup vegetable stock', '12 garlic cloves, finely chopped', '1 teaspoon Worcestershire sauce', '1/2 teaspoon dried crushed red pepper', '4 dozen littleneck clams, scrubbed', 'Salt and freshly ground cracked black pepper']"
https://www.foodnetwork.com/recipes/shut-your-pie-hole-clams-1916921,Shut Your Pie Hole Clams,"['5 tablespoons butter', '1 1/4 cups thinly sliced green onions', '1 large shallot, finely chopped', '1 1/4 cups chopped fresh cilantro leaves', '1 cup dry vermouth', '1 cup dry white wine', '1 cup vegetable stock', '12 garlic cloves, finely chopped', '1 teaspoon Worcestershire sauce', '1/2 teaspoon dried crushed red pepper', '4 dozen littleneck clams, scrubbed', 'Salt and freshly ground cracked black pepper']"
https://www.foodnetwork.com/recipes/food-network-kitchen/siberian-huskies-recipe-2105029,Siberian Huskies,
https://www.foodnetwork.com/recipes/siberian-pelmeni-recipe-1909496,Siberian Pelmeni,"['1 pound veal neck, cut into cubes', '1 pound beef shoulder, cut into cubes', '1 large onion, sliced and caramelized', '1/2 cup chopped dill', '4 ounces white Pullman loaf, crust removed and soaked in 1 cup heavy cream', '1 egg', 'Salt and freshly ground black pepper', 'About 80 Wonton Wrappers', '3/4 cup very thinly sliced mushrooms (shittake, cremini, enoki, or porcini), cooked', '3 tablespoons cooked or pickled beets, small dice', '18 mint leaves, coarsely chopped or torn by hand', '3 tablespoons fresh dill, chopped', '3 quarts beef or chicken consomme/bouillion, hot']"
https://www.foodnetwork.com/recipes/siberian-sling-1959423,Siberian Sling,"['1 small bunch fresh tarragon leaves', '1 ounce fresh lime juice', '2 ounces vodka', '3/4 ounces honey syrup*', '6 ice cubes', 'Soda water or seltzer']"
https://www.foodnetwork.com/recipes/sichuan-water-boiled-beef-recipe-1947409,"Sichuan ""Water Boiled"" Beef","['2 teaspoons rice wine', '1 tablespoon light soy sauce', '3 tablespoons cornstarch', '1 pound beef loin strip steak (or fish fillets, or chicken breasts, or pork loin)', '5 tablespoons corn oil, divided', '2 tablespoons Sichuan peppercorns (available in Chinese markets)', '1/2 cup dry small red chili', '1/4 pound Chinese celery (or celery)', '1/4 pound Chinese leeks (or leeks or scallions)', '1/4 pound stem lettuce, romaine lettuce heart (or napa cabbage)', '2 tablespoons corn oil', '1 tablespoon chopped scallion', '1/4 cup corn oil', '1 tablespoon fresh ginger, minced', '2 tablespoons chopped scallion', '1/4 cup hot chili sauce, Chinese (or Chinese hot bean paste)', '3 tablespoons rice wine', '3 tablespoons light soy sauce', '2 cups chicken or beef stock']"
https://www.foodnetwork.com/recipes/sichuan-beef-tenderloin-2309608,Sichuan Beef Tenderloin,"['2 teaspoons corn starch', '2 teaspoons egg whites\xa0', '2 teaspoons Chinese cooking wine\xa0', '1 teaspoon minced garlic', '1 teaspoon garlic powder\xa0', '1/2 teaspoon ground black pepper', 'Pinch sea salt\xa0', '8 ounces beef tenderloin, cut into 3/4-inch cubes\xa0', '3 teaspoons soy sauce', '3 teaspoons granulated sugar', '3 teaspoons Chinese black vinegar', '1 teaspoon corn starch\xa0', '5 ounces plus 2 teaspoons vegetable oil', '1 teaspoon Sichuan pepper oil\xa0', '6 pieces dried chile de arbol, 1/4-inch dice', '2 teaspoons chopped green onions', '1 teaspoon minced garlic', '1 teaspoon 1/4-inch-cubed ginger', 'Serving suggestions: rice or noodles and seasonal vegetables']"
https://www.foodnetwork.com/recipes/sichuan-peppercorn-steak-with-grilled-green-onions-1958980,Sichuan Peppercorn Steak with Grilled Green Onions,"['3 tablespoons black peppercorns', '3 tablespoons Sichuan peppercorns', '2 tablespoons dried papaya seeds, optional', '4 (8-ounce) beef strip loins, at room temperature', '1 tablespoon vegetable oil', 'Kosher salt', '2 bunches green onions, roots removed', '1 tablespoon vegetable oil, plus more for greasing the grill grate', 'Kosher salt and freshly ground black pepper']"
https://www.foodnetwork.com/recipes/rachael-ray/sichuan-steak-au-poivre-with-scallion-mashed-potatoes-5639464,Sichuan Steak au Poivre with Scallion Mashed Potatoes,"['1 1/2 pounds Yukon gold potatoes, about 5 potatoes', '2 large cloves garlic\xa0', 'Salt\xa0', '1 cup half-n-half or whole milk\xa0', '3 tablespoons butter\xa0', '1 bunch scallions, 5 to 6\xa0', 'White pepper\xa0', 'About 2 teaspoons Sichuan peppercorns', '1 tablespoon black peppercorns\xa0', '4 steaks (6 to 7 ounces) beef tenderloin filet, each about 1 1/4 inches thick', 'Kosher salt\xa0', '2 shallots\xa0', '1 inch ginger root\xa0', '2 cloves garlic\xa0', 'EVOO', '3 tablespoons butter\xa0', 'About 1/4 cup Shaoxing Chinese sherry or 2 tablespoons cognac or brandy\xa0', '1 cup beef bone broth or stock\xa0', '1/4 to 1/3 cup creme fraiche\xa0', 'Upland cress or watercress, to serve\xa0']"
https://www.foodnetwork.com/recipes/sichuan-thousand-chile-chicken-6601182,Sichuan Thousand Chile Chicken,"['2 tablespoons cornstarch', '2 tablespoons light soy sauce\xa0', '1 tablespoon cooking wine, preferably Shaoxing or a dry white', '1/2 tablespoon cayenne powder\xa0', '1/4 tablespoon salt', '5 skin-on, boneless chicken thighs (2 to 2 1/2 pounds), cut into 1-inch cubes\xa0', 'Oil, for frying\xa0', '1 large russet potato, cut into thin wedges\xa0', '1/4 pound string beans, halved and stems trimmed\xa0', '2 tablespoons vegetable oil\xa0', '4 slices ginger\xa0', '3 cloves garlic, sliced\xa0', '2 stalks green onion, quartered\xa0', '2 cups dried whole chile peppers (preferably Tien Tsin variety), halved', '2 tablespoons dried Sichuan peppercorns\xa0', 'Pinch ground black pepper\xa0', 'Pinch ground white pepper\xa0']"
https://www.foodnetwork.com/recipes/sichuan-tofu-gan-and-warm-celery-salad-2108063,Sichuan Tofu Gan and Warm Celery Salad,"['2 tablespoons chili oil, plus more for garnish', '1 tablespoon chili bean paste', '1 tablespoon rice vinegar', '1 tablespoon vegetable oil', '1 tablespoon Sichuan peppercorns', '1 large clove garlic, coarsely chopped', '3 inner celery stalks, with leaves, sliced diagonally 1/4-inch thick', 'One 8-ounce package firm tofu gan (dried firm beancurd), sliced into 1/8-inch-thick slices', '1 teaspoon light soy sauce', 'Sea salt and freshly ground black pepper', 'Juice of 1/2 lemon\xa0', '1/4 cup coarsely chopped fresh cilantro leaves', '1/4 cup roasted salted peanuts']"
https://www.foodnetwork.com/recipes/justin-warner/sichuan-inspired-cabbage-9624487,Sichuan-Inspired Cabbage,"['3 tablespoons peanut oil', '1 pod\xa0star anise', '2 teaspoons whole cumin\xa0seeds', '2 teaspoons chile powder\xa0', '2 teaspoons cayenne\xa0pepper', '2 teaspoons whole Sichuan peppercorns\xa0', '1 pound green cabbage, cored, halved and sliced 1-inch thick\xa0', '3 tablespoons chile crisp sauce, preferably\xa0Lao Gan Ma', '2 teaspoons soy sauce\xa0', '2 teaspoons Chinese black vinegar\xa0', 'Kosher salt', 'Fresh cilantro leaves and sliced green onions, for garnish, optional\xa0']"
https://www.foodnetwork.com/recipes/sichuan-style-crispy-shrimp-with-garden-salad-1962584,Sichuan-Style Crispy Shrimp with Garden Salad,"['2 eggs', '3 heaping tablespoons cornstarch', 'Peanut oil, for frying', '1 pound large shrimp (16/20), peeled and deveined', '1 tablespoon Sichuan peppercorns, toasted and ground', 'Sea salt', 'Crushed red dried chile flakes', '2 jalapenos, sliced 1/4-inch thick', '4 sprigs fresh basil, leaves separated', '2 lemons, sliced into wedges, for garnish', 'Garden Salad with Lemon Ginger Vinaigrette, recipe follows', '1 heaping tablespoon store-bought fried garlic pieces, optional', '1 heaping tablespoon store-bought fried shallot pieces, optional', '1/4 cup fresh lemon juice (about 1 lemon)', '1 tablespoon light soy sauce', '1 teaspoon rice vinegar', '1/2 teaspoon peeled and freshly grated ginger', '1/2 clove garlic, peeled and finely grated', 'Sea salt', 'Freshly ground black pepper', '2 tablespoons olive oil', '3 cups baby arugula leaves', '1 cup shredded Napa cabbage', '1/2 red onion, thinly sliced into half-moons', '1 large handful fresh basil leaves, finely chopped', '2 medium heirloom tomatoes, each cut into 4 slices']"
https://www.foodnetwork.com/recipes/food-network-kitchen/sicilian-bucatini-with-sardines-4665127,Sicilian Bucatini with Sardines,"['Kosher salt', '12 ounces bucatini', '1/3 cup golden raisins', '1/4 cup plus 2 teaspoons extra-virgin olive oil, plus more for drizzling', '2 tablespoons breadcrumbs', '1 1/2 teaspoons fennel seeds, chopped', 'Freshly ground pepper', '1 small onion, thinly sliced', '1 small bulb fennel, cored and thinly sliced, fronds chopped', '1/4 cup pine nuts', 'Pinch of ground turmeric', '1 4- to 5-ounce can boneless sardines in olive oil, drained']"
https://www.foodnetwork.com/recipes/sicilian-cake-recipe-1913093,Sicilian Cake,"['2 pounds ricotta, drained well', '3/4 cup sugar', '2 cups heavy cream', '2 teaspoons vanilla extract', '1/4 cup dark rum', '1 can (20 ounces) crushed pineapple, drained well', '3 packages ladyfingers', 'Chopped walnuts, semisweet chocolate chips, and glaceed cherries for garnish']"
https://www.foodnetwork.com/recipes/sicilian-cassata-ricotta-cake-recipe-1940233,Sicilian Cassata: Ricotta Cake,"['2 pounds fresh, whole milk ricotta', '2 cups powdered sugar', '1 teaspoon vanilla extract', '1/4 teaspoon cinnamon', '1/2 cup chocolate chips', '1 cup candied fruit with citron and angelica if possible', '1 (10-inch) pre-baked sponge cake (homemade or store bought, pound cake may be used)', 'Optional: green marzipan for covering the finished cassata']"
https://www.foodnetwork.com/recipes/food-network-kitchen/sicilian-cauliflower-pasta-recipe-2119349,Sicilian Cauliflower Pasta,"['Kosher salt', '12 ounces whole-wheat penne', '1/2 head cauliflower', '2 tablespoons extra-virgin olive oil', '3 tablespoons golden raisins', '1 clove garlic, finely chopped', 'Pinch of red pepper flakes', '1 cup fresh parsley, chopped', '1/4 cup fresh dill, chopped', '1 tablespoon fresh lemon juice', '2 tablespoons grated pecorino romano or parmesan cheese, plus more for topping (optional)']"
https://www.foodnetwork.com/recipes/rachael-ray/sicilian-chunk-vegetable-salad-recipe-1913498,Sicilian Chunk Vegetable Salad,"['1/4 to 1/3 pound fresh green beans, trimmed', '4 ribs celery, chopped', '1/2 European or English ""seedless"" cucumber, diced', '2 vine ripe tomatoes, seeded and chopped', '1/2 medium red onion, chopped', '8 hot peppers, small cherry peppers or peperoncini peppers', '1 small jar, 6 to 8 ounces, marinated mushrooms, drained', '1 tin flat anchovies, drained and chopped', '12 large green olives, pitted and coarsely chopped', '1 1/2 tablespoons red wine vinegar, eyeball it', '1/4 cup extra-virgin olive oil, eyeball it', 'Salt and coarse black pepper']"
https://www.foodnetwork.com/recipes/sicilian-couscous-with-shrimp-recipe-1926371,Sicilian Couscous with Shrimp,"['2 cups couscous (quick cook couscous may be substituted, stock may need to then be reduced)', '1/4 cup and 2 tablespoons olive oil', 'Salt and ground black pepper', '1 small onion, diced, about 1/2 cup', '1/4 teaspoon saffron', '1 tablespoon tomato paste', '1/4 teaspoon red pepper flakes, more if desired', '2 1/2 cups hot fish stock enriched with shrimp shells (see recipe below)', '1/2 pound fresh small shrimp, peeled and deveined', '1/2 pound calamari, cleaned and cut into rings', '1/4 cup shelled almonds, ground in processor very fine']"
https://www.foodnetwork.com/recipes/sicilian-couscous-with-shrimp-recipe2-2015128,Sicilian Couscous with Shrimp,"['2 cups couscous (quick cook couscous may be substituted, stock may need to then be reduced)', '1/4 cup and 2 tablespoons olive oil', 'Salt and ground black pepper', '1 small onion, diced, about 1/2 cup', '1/4 teaspoon saffron', '1 tablespoon tomato paste', '1/4 teaspoon red pepper flakes, more if desired', '2 1/2 cups hot fish stock enriched with shrimp shells (see recipe below)', '1/2 pound fresh small shrimp, peeled and deveined', '1/2 pound calamari, cleaned and cut into rings', '1/4 cup shelled almonds, ground in processor very fine']"
https://www.foodnetwork.com/recipes/sicilian-crostini-with-thirteen-ingredients-recipe-1927330,Sicilian Crostini with Thirteen Ingredients,"['2 ounces extra virgin olive oil', '1-ounce pignoli (pine nuts)', '1 1/2 tablespoons sugar', '2 tablespoons red wine vinegar', '1 garlic clove', 'Pinch cinnamon', '10 sprigs parsley', '1 large green chile pepper, stem and end removed', '1 orange, juiced', '1/2 lemon, juiced', '2 ounces bottarga (pressed tuna roe)', '8 anchovy fillets', '1/2 cup fresh bread crumbs', '12 pieces toasted baguette, or toast points']"
https://www.foodnetwork.com/recipes/food-network-kitchen/sicilian-fig-cookies-recipe-1973205,Sicilian Fig Cookies,"['2 1/2 cups all-purpose flour', '1/2 cup granulated sugar', 'Pinch of salt', '12 tablespoons cold unsalted butter, cut into small pieces', '3 large egg yolks', '1 teaspoon vanilla extract', 'Finely grated zest of 1 lemon', '4 teaspoons fresh lemon juice', '1 cup whole almonds, toasted', '1 cup dried figs, stemmed', 'Finely grated zest of 1 orange', '1/2 cup dry red wine', '1 tablespoon honey', '1/2 teaspoon cocoa powder (natural or Dutch-process)', ""1 cup confectioners' sugar"", '1 teaspoon finely grated orange zest', '3 tablespoons fresh orange juice', 'Silver nonpareils, for decorating']"
https://www.foodnetwork.com/recipes/bobby-flay/sicilian-grilled-pork-loin-with-agrodolce-grilled-peaches-recipe-1925302,Sicilian Grilled Pork Loin with Agrodolce Grilled Peaches,"['1 boneless blade-end pork loin with 1/8-inch layer of fat still attached to one side', 'Honey-Rosemary Brine, recipe follows', '2 tablespoons olive oil', 'Freshly ground black pepper', 'Agrodolce Grilled Peaches, recipe follows', '2 cups low-sodium chicken broth', '1/2 cup kosher salt', '1/4 cup clover honey', '2 tablespoons sugar', '2 teaspoons black peppercorns', '8 large sprigs fresh rosemary', '4 cloves garlic, smashed', '4 cups ice cubes', '1 cup red wine vinegar', '1/4 cup clover honey', '1/4 cup peach nectar or water', 'Kosher salt and freshly ground black pepper', '3 slightly under ripe peaches, halved and pitted', '1/4 cup canola oil']"
https://www.foodnetwork.com/recipes/ina-garten/sicilian-grilled-swordfish-2532620,Sicilian Grilled Swordfish,"['2 tablespoons freshly squeezed lemon juice', '1/4 cup good olive oil', '2 teaspoons minced fresh oregano leaves or 1 teaspoon dried oregano', 'Pinch of crushed red pepper flakes', 'Kosher salt and freshly ground black pepper', '6 (1/2-inch-thick) swordfish steaks (5 to 6 ounces each)', '4 ounces baby arugula', 'Grated zest of 1 lemon']"
https://www.foodnetwork.com/recipes/michael-chiarello/sicilian-harvest-salad-recipe-2013697,Sicilian Harvest Salad,"['1/2 cup raisins', 'Boiling water', '1 cup halved large seedless grapes', '1 tablespoon diced dried apricots (1/4-inch dice)', '1 1/2 tablespoons fried rosemary, recipe follows', '1/4 large red onion, cut into small slivers', '1 large lemon, juiced', '5 tablespoons extra-virgin olive oil', 'Salt and freshly ground black pepper', '1 large head radicchio, about 3/4 pound', '2 cups loosely packed baby spinach', '12 thin slices prosciutto or 1/4 pound sausage, grilled and cubed, optional', '1 tablespoon pine nuts, toasted', 'Rosemary sprigs', 'Oil, for frying']"
https://www.foodnetwork.com/recipes/sicilian-hash-recipe-1952281,Sicilian Hash,"['3 pounds beef round', 'Salt and freshly ground black pepper', '1 medium onion diced', '5 cloves garlic minced', '2 tablespoons dried basil', '2 tablespoons dry oregano', '1 cup grated Parmesan', '3 tablespoons oregano infused oil', '1/2 (750-ml) bottle red wine', '1/2 gallon crushed tomatoes', '4 pounds red bliss potatoes, diced', 'Vegetable oil, as needed', '2 red bell peppers, roughly chopped', '2 green bell peppers, roughly chopped', '1 onion, roughly chopped', '1/2 cup grated Parmesan', '2 beaten eggs']"
https://www.foodnetwork.com/recipes/valerie-bertinelli/sicilian-love-cake-3123051,Sicilian Love Cake,"['1 box chocolate cake mix, plus the ingredients called for in the directions', 'Canola oil, for preparing the pan\xa0', '28 ounces ricotta cheese (3 1/2 cups)', '4 ounces mascarpone (1/2 cup)\xa0', '3 large eggs\xa0', '3/4 cup sugar\xa0', '1/8 teaspoon kosher salt', '10 ounces mascarpone (1 1/4 cups)', '1 cup whole milk\xa0', 'One 3.9-ounce box instant chocolate pudding mix\xa0', '1 tablespoon sugar\xa0']"
https://www.foodnetwork.com/recipes/food-network-kitchen/sicilian-mussels-marinara-3363322,Sicilian Mussels Marinara,"['Kosher salt', '10 ounces spaghetti', '3 tablespoons extra-virgin olive oil, plus more for drizzling', '2 cloves garlic, chopped', '1/4 teaspoon red pepper flakes', '1 28-ounce can whole plum tomatoes', '2 bay leaves', '1/2 cup bottled clam juice', '1 1/2 pounds mussels, scrubbed and debearded', '1 tablespoon chopped fresh parsley']"
https://www.foodnetwork.com/recipes/food-network-kitchen/sicilian-orzo-salad-3364133,Sicilian Orzo Salad,"['Kosher salt', '12 ounces orzo', '2 stalks celery, thinly sliced, plus 1/2 cup roughly chopped leaves', '3 tablespoons pine nuts', '1/3 cup extra-virgin olive oil, plus more for drizzling', '3 cloves garlic, thinly sliced', '1/4 cup roughly chopped pitted black olives, such as kalamata', '1/4 teaspoon red pepper flakes', '1 cup roughly chopped fresh parsley or mint (or a combination)', '1 3.75-ounce can oil-packed sardines or one 5-ounce can oil-packed tuna (preferably Italian), drained and flaked', 'Freshly ground pepper', '1/2 cup grated ricotta salata cheese (2 ounces)']"
https://www.foodnetwork.com/recipes/giada-de-laurentiis/sicilian-penne-with-swordfish-and-eggplant-recipe-1946952,Sicilian Penne with Swordfish and Eggplant,"['1 pound penne pasta', '1/3 cup olive oil, plus 2 tablespoons', '3 garlic cloves, minced', '1/2 teaspoon red chili flakes (plus more to taste)', '1/4 cup chopped fresh flat-leaf parsley, plus 1/3 cup', '4 Japanese eggplants, ends trimmed, thinly sliced lengthwise, then cut into squares', '1 pound swordfish steaks, skin removed, cut into 1-inch cubes', '1/3 cup white wine', '2 cups halved teardrop or cherry tomatoes (red, yellow or a blend)', 'Extra-virgin olive oil, for drizzling', '3/4 teaspoon kosher salt', '3/4 teaspoon freshly ground black pepper']"
https://www.foodnetwork.com/recipes/food-network-kitchen/sicilian-pizza-3568218,Sicilian Pizza,"['4 cups all-purpose flour, plus more for dusting', '2 teaspoons sugar', '2 teaspoons kosher salt', '1 teaspoon instant yeast', '1 3/4 cups warm water (100 degrees F to 110 degrees F)', '6 tablespoons extra-virgin olive oil, plus more for the bowl', '1 28-ounce can whole peeled tomatoes (preferably San Marzano)', '1 1/2 teaspoons kosher salt, plus more for sprinkling', '12 ounces whole milk mozzarella, thinly sliced']"
https://www.foodnetwork.com/recipes/food-network-kitchen/sicilian-pizza-cake-3578912,Sicilian Pizza Cake,"['Cooking spray', '2 15- to 18-ounce boxes white cake mix (plus required ingredients)', '5 to 6 strips all-natural berry-flavored fruit leather', '8 ounces white chocolate', '1 16- to 18-ounce jar strawberry preserves (not jelly)']"
https://www.foodnetwork.com/recipes/food-network-kitchen/sicilian-pizza-with-sausage-and-peppers-recipe-2120538,Sicilian Pizza With Sausage and Peppers,"['1 tablespoon extra-virgin olive oil', '2 1-pound balls prepared pizza dough, at room temperature', '2/3 cup canned crushed tomatoes', '3/4 teaspoon red pepper flakes', '1 1/2 cups shredded mozzarella cheese or Italian cheese blend', '1/2 pound sweet Italian sausage, casings removed, crumbled', '1 green bell pepper, sliced into rings']"
https://www.foodnetwork.com/recipes/food-network-kitchen/sicilian-pork-with-spaghetti-3363633,Sicilian Pork with Spaghetti,"['1 large pork tenderloin (1 1/4 to 1 1/2 pounds), trimmed', '3 tablespoons extra-virgin olive oil', 'Kosher salt and freshly ground pepper', '1/2 cup roughly chopped fresh parsley', '2 teaspoons fennel seeds, finely chopped', '1 clove garlic, minced', '1 pint grape or cherry tomatoes, halved', '1/4 cup golden raisins', '1/4 cup pine nuts', '1 cup low-sodium chicken broth', '1/4 cup grated pecorino romano cheese, plus more for topping', '8 ounces spaghetti']"
https://www.foodnetwork.com/fnk/recipes/sweet-potato-and-blue-cheese-gratin-7151872,Sweet Potato and Blue Cheese Gratin,"['2 1/2 pounds sweet potatoes, peeled and thinly sliced on a mandoline', '2 cups heavy cream', '6 ounces smoky blue cheese, preferably Moody Blues brand', '1/2 teaspoon brown sugar', '1 1/2 teaspoons salt, plus more to taste', '1/2 teaspoon red pepper flakes', '1 tablespoon unsalted butter']"
https://www.foodnetwork.com/recipes/food-network-kitchen/st-patricks-day-spinach-pancakes-and-corned-beef-hash-3362458,St. Patrick's Day Spinach Pancakes and Corned Beef Hash,"['1 cup whole milk', '1 large egg', '1 cup frozen chopped spinach, defrosted and squeezed dry (about 3 to 4 ounces after squeezing)', '1/3 cup loosely packed chopped chives', '1 cup all-purpose flour', '1 teaspoon baking powder', 'Kosher salt and freshly ground black pepper\xa0', '1 cup grated sharp or medium Cheddar cheese', '1 to 2 tablespoons unsalted butter', '1 tablespoon olive oil', '4 large eggs\xa0', 'Kosher salt and freshly ground black pepper', '2 cups prepared corned beef hash, your own recipe or canned', '2 tablespoons chopped chives']"
https://www.foodnetwork.com/recipes/crispy-air-fryer-chicken-thighs-12042431,Crispy Air Fryer Chicken Thighs,"['1 teaspoon granulated garlic (or garlic powder)', '1 teaspoon onion powder\xa0', '1 teaspoon dried thyme\xa0', '1/2 teaspoon smoked paprika\xa0', 'Kosher salt and freshly ground black pepper\xa0', '4 bone-in, skin on chicken thighs (about 2 pounds)\xa0', '2 tablespoons olive oil\xa0', '2 tablespoons all-purpose flour\xa0']"
https://www.foodnetwork.com/recipes/maneet-chauhan/pistachio-ladoo-5631759,Pistachio Ladoo,"['2 1/4 cups coconut powder\xa0', '1 stick (8 tablespoons) unsalted butter', 'One 14-ounce can sweetened condensed milk', '8 teaspoons pistachio powder, plus 1/4 cup for rolling\xa0']"
https://www.foodnetwork.com/recipes/food-network-kitchen/3-ingredient-banana-bread-8616658,3-Ingredient Banana Bread,"['4 large ripe bananas', '2 large eggs, lightly beaten', 'One 15.25-ounce box spice cake mix']"
https://www.foodnetwork.com/recipes/food-network-kitchen/sicilian-potato-and-egg-cake-3363636,Sicilian Potato-and-Egg Cake,"['2 pounds Yukon gold potatoes, peeled and cut into 2-inch pieces', '5 tablespoons unsalted butter, at room temperature, plus more for the pan', '3 tablespoons breadcrumbs', '1 cup grated parmesan or pecorino romano cheese (2 ounces)', 'Kosher salt and freshly ground pepper', '4 large eggs, lightly beaten', '4 ounces thinly sliced provolone cheese', '1/2 cup chopped jarred roasted red peppers, drained and patted dry', '3 tablespoons chopped fresh parsley', '1 5-ounce package mixed greens (about 8 cups)', '2 tablespoons extra-virgin olive oil', 'Juice of 1/2 lemon']"
https://www.foodnetwork.com/recipes/sicilian-ricotta-tart-recipe-1927219,Sicilian Ricotta Tart,"['8 ounces (2 sticks) cold unsalted butter', '2 cups unbleached flour', '1/4 cup superfine sugar', '1/2 teaspoon kosher salt', '1/4 cup ice water', '1 pound ricotta', '4 egg yolks', '6 tablespoons sugar', '1/4 teaspoon cinnamon powder', '2 dates, chopped', '1/2 tablespoon tangerine peel, finely chopped, for garnish', ""Confectioners' sugar, for garnish""]"
https://www.foodnetwork.com/recipes/valerie-bertinelli/sicilian-spritz-8738890,Sicilian Spritz,"['1/4 cup orange juice', '1 1/2 ounces Campari\xa0', '1 ounce gin\xa0', 'About 1/4 cup brut prosecco or other sparkling wine\xa0', '1 orange, sliced into thin rounds and cut in half, for serving\xa0']"
https://www.foodnetwork.com/recipes/rachael-ray/sicilian-stick-to-your-ribs-mealmeatloaf-brasciole-roll-ups-pasta-broccolini-and-ricotta-recipe-1952083,"Sicilian Stick to Your Ribs Meal: Meatloaf Brasciole (Roll Ups), Pasta, Broccolini and Ricotta","[""1 1/2 pounds ground beef, pork and veal mix from the butcher's counter (meatloaf mix)"", 'Salt and pepper', '1/2 cup Italian bread crumbs', '1 egg', '2 cloves garlic, minced', '1/4 small white onion, grated', '2 tablespoons golden or dark raisins, chopped', '3 tablespoons pine nuts, chopped', '3 tablespoons grated cheese, Parmigiano or Romano', '2 tablespoons chopped flat-leaf parsley', '1 cup arugula leaves or baby spinach', '6 slices prosciutto di Parma', '6 slices deli sliced provolone', 'Extra-virgin olive oil, for drizzling', '1/2 pound cavatappi (corkscrew shaped hollow pasta) or rigatoni', '1 pound broccolini, trimmed into florets', '2 tablespoons butter', '1 cup ricotta cheese', '2 teaspoons lemon zest', '2 tablespoons chopped fresh thyme leaves', '12 grape or small vine tomatoes, halved']"
